2.400000000000000000e+02,2.957610416279107994e+03,2.957610416279107994e+03,2.802499276683161042e+03,4.166666666666666435e-02,-2.356194490192344837e+00,2.500000000000000000e+02,4.415882319889369256e+01,4.415882319889369256e+01,2.902499333386664603e+03,4.000000000000000083e-02,7.853981633974482790e-01
2.398958634715349660e+02,2.915349678906787176e+03,2.915349678906787176e+03,2.807492946217436838e+03,8.336046530161903001e-02,-2.356194490192344837e+00,2.499000266645334136e+02,8.819394988670694602e+01,8.819394988670694602e+01,2.907493499293989316e+03,8.002400426621111840e-02,7.853981633974482790e-01
2.396877035865743721e+02,2.873309694702113120e+03,2.873309694702113120e+03,2.814970690483215549e+03,1.251176394509550260e-01,-2.356194490192344837e+00,2.497001801109342409e+02,1.320171371083876011e+02,1.320171371083876011e+02,2.914972989262003011e+03,1.201040735967543460e-01,7.853981633974482790e-01
2.443757249512966609e+02,2.830447887032863491e+03,2.830447887032863491e+03,2.822599538413310256e+03,1.251976085876697065e-01,-2.356194490192344837e+00,2.494006412814191549e+02,1.755403168652854049e+02,1.755403168652854049e+02,2.924923272658543283e+03,1.602724128581714258e-01,7.853981633974482790e-01
2.440635479569730535e+02,2.787898012864084194e+03,2.787898012864084194e+03,2.832696809407308592e+03,1.662507177316792928e-01,-2.356194490192344837e+00,2.490016734461555359e+02,2.186756698085669939e+02,2.186756698085669939e+02,2.937324774144398816e+03,2.005614608999514992e-01,7.853981633974482790e-01
2.436498331241550659e+02,2.745749750014485926e+03,2.745749750014485926e+03,2.845241746687409886e+03,2.074346967843360423e-01,-2.356194490192344837e+00,2.485036245248683713e+02,2.613357013361592180e+02,2.613357013361592180e+02,2.952152843228216625e+03,2.410039808971712882e-01,7.853981633974482790e-01
2.431349574470718551e+02,2.704092424467000910e+03,2.704092424467000910e+03,2.860208290285082512e+03,2.487845460957833488e-01,-2.356194490192344837e+00,2.479069302467801208e+02,3.034333208513496629e+02,3.034333208513496629e+02,2.969377715980500852e+03,2.816331512831793393e-01,7.853981633974482790e-01
2.425193921760461535e+02,2.664661266779013204e+03,2.660851105503311373e+03,2.876062331142398762e+03,2.645645995197660749e-01,-2.402249322519392383e+00,2.472121181761721118e+02,3.448819249703545324e+02,3.448819249703545324e+02,2.988964469003753038e+03,3.224826574029317494e-01,7.853981633974482790e-01
2.418656695720488869e+02,2.625814774377412505e+03,2.618250946972589645e+03,2.894293188324543280e+03,3.062695008635391014e-01,-2.402249322519392383e+00,2.464198126384114573e+02,3.855954855022542915e+02,3.855954855022542915e+02,3.010872965789875252e+03,3.635867839754088338e-01,7.853981633974482790e-01
2.411119099659666460e+02,2.587637068905341948e+03,2.576384199039836858e+03,2.914861921705282384e+03,3.482265223869837056e-01,-2.402249322519392383e+00,2.455307405889058430e+02,4.254886430677900648e+02,4.254886430677900648e+02,3.035057795638071639e+03,4.049805083986295906e-01,7.853981633974482790e-01
2.402588316844482108e+02,2.550211641382273683e+03,2.535342420310361376e+03,2.937724093760553842e+03,3.904728428935962947e-01,-2.402249322519392383e+00,2.445457384751098573e+02,4.644768072736878821e+02,4.644768072736878821e+02,3.061468205358557498e+03,4.466995948607268008e-01,7.853981633974482790e-01
